movie_id,title,genres,release_year,clean_title,genre_Action,genre_Adventure,genre_Animation,genre_Children's,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western,genre_list
705,Cosi (1996),Comedy,1996,Cosi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
706,Sunset Park (1996),Drama,1996,Sunset Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
707,Mulholland Falls (1996),Crime|Film-Noir|Thriller,1996,Mulholland Falls,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,"['Crime', 'Film-Noir', 'Thriller']"
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,1996,"Truth About Cats & Dogs, The",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
709,Oliver & Company (1988),Animation|Children's,1988,Oliver & Company,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Animation', ""Children's""]"
710,Celtic Pride (1996),Comedy,1996,Celtic Pride,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
711,Flipper (1996),Adventure|Children's,1996,Flipper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
712,Captives (1994),Drama,1994,Captives,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
713,Of Love and Shadows (1994),Drama,1994,Of Love and Shadows,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
714,Dead Man (1995),Western,1995,Dead Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['Western']
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama,1995,"Horseman on the Roof, The (Hussard sur le toit, Le)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
716,Switchblade Sisters (1975),Crime,1975,Switchblade Sisters,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Crime']
717,Mouth to Mouth (Boca a boca) (1995),Comedy,1995,Mouth to Mouth (Boca a boca),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
718,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi,1993,"Visitors, The (Les Visiteurs)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Comedy', 'Sci-Fi']"
719,Multiplicity (1996),Comedy,1996,Multiplicity,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
720,Wallace & Gromit: The Best of Aardman Animation (1996),Animation,1996,Wallace & Gromit: The Best of Aardman Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Animation']
721,Halfmoon (Paul Bowles - Halbmond) (1995),Drama,1995,Halfmoon (Paul Bowles - Halbmond),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
722,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary,1995,"Haunted World of Edward D. Wood Jr., The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
723,Two Friends (1986),Drama,1986,Two Friends,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
724,"Craft, The (1996)",Drama|Horror,1996,"Craft, The",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"['Drama', 'Horror']"
725,"Great White Hype, The (1996)",Comedy,1996,"Great White Hype, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
726,Last Dance (1996),Drama,1996,Last Dance,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
727,War Stories (1995),Documentary,1995,War Stories,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
728,Cold Comfort Farm (1995),Comedy,1995,Cold Comfort Farm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,1995,"Institute Benjamenta, or This Dream People Call Human Life",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
730,"Low Life, The (1994)",Drama,1994,"Low Life, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
731,Heaven's Prisoners (1996),Mystery|Thriller,1996,Heaven's Prisoners,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Mystery', 'Thriller']"
732,Original Gangstas (1996),Crime,1996,Original Gangstas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Crime']
733,"Rock, The (1996)",Action|Adventure|Thriller,1996,"Rock, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Thriller']"
734,Getting Away With Murder (1996),Comedy,1996,Getting Away With Murder,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
735,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror,1994,Cemetery Man (Dellamorte Dellamore),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Comedy', 'Horror']"
736,Twister (1996),Action|Adventure|Romance|Thriller,1996,Twister,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"['Action', 'Adventure', 'Romance', 'Thriller']"
737,Barb Wire (1996),Action|Sci-Fi,1996,Barb Wire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Action', 'Sci-Fi']"
738,"Garcu, Le (1995)",Drama,1995,"Garcu, Le",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
739,Honigmond (1996),Comedy,1996,Honigmond,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
741,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,1995,Ghost in the Shell (Kokaku kidotai),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Animation', 'Sci-Fi']"
742,Thinner (1996),Horror|Thriller,1996,Thinner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"['Horror', 'Thriller']"
743,Spy Hard (1996),Comedy,1996,Spy Hard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
744,Brothers in Trouble (1995),Drama,1995,Brothers in Trouble,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
745,"Close Shave, A (1995)",Animation|Comedy|Thriller,1995,"Close Shave, A",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Animation', 'Comedy', 'Thriller']"
746,Force of Evil (1948),Film-Noir,1948,Force of Evil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['Film-Noir']
747,"Stupids, The (1996)",Comedy,1996,"Stupids, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,1996,"Arrival, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Action', 'Sci-Fi', 'Thriller']"
749,"Man from Down Under, The (1943)",Drama,1943,"Man from Down Under, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,1963,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"['Sci-Fi', 'War']"
751,Careful (1992),Comedy,1992,Careful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
752,Vermont Is For Lovers (1992),Comedy|Romance,1992,Vermont Is For Lovers,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
753,"Month by the Lake, A (1995)",Comedy|Drama,1995,"Month by the Lake, A",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's,1995,Gold Diggers: The Secret of Bear Mountain,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
755,Kim (1950),Children's|Drama,1950,Kim,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Drama']"
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,1994,Carmen Miranda: Bananas Is My Business,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
757,Ashes of Time (1994),Drama,1994,Ashes of Time,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
758,"Jar, The (Khomreh) (1992)",Drama,1992,"Jar, The (Khomreh)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
759,Maya Lin: A Strong Clear Vision (1994),Documentary,1994,Maya Lin: A Strong Clear Vision,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
760,Stalingrad (1993),War,1993,Stalingrad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['War']
761,"Phantom, The (1996)",Adventure,1996,"Phantom, The",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Adventure']
762,Striptease (1996),Comedy|Crime,1996,Striptease,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Crime']"
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",Drama,1996,"Last of the High Kings, The (a.k.a. Summer Fling)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
764,Heavy (1995),Drama|Romance,1995,Heavy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
765,Jack (1996),Comedy|Drama,1996,Jack,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
766,I Shot Andy Warhol (1996),Drama,1996,I Shot Andy Warhol,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
767,"Grass Harp, The (1995)",Drama,1995,"Grass Harp, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
768,Someone Else's America (1995),Drama,1995,Someone Else's America,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
769,Marlene Dietrich: Shadow and Light (1996),Documentary,1996,Marlene Dietrich: Shadow and Light,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
770,Costa Brava (1946),Drama,1946,Costa Brava,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
771,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama,1987,"Vie est belle, La (Life is Rosey)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
772,Quartier Mozart (1992),Comedy,1992,Quartier Mozart,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
773,Touki Bouki (Journey of the Hyena) (1973),Drama,1973,Touki Bouki (Journey of the Hyena),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
774,Wend Kuuni (God's Gift) (1982),Drama,1982,Wend Kuuni (God's Gift),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
775,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror,1968,Spirits of the Dead (Tre Passi nel Delirio),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
776,Babyfever (1994),Comedy|Drama,1994,Babyfever,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
777,Pharaoh's Army (1995),War,1995,Pharaoh's Army,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['War']
778,Trainspotting (1996),Drama,1996,Trainspotting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
779,'Til There Was You (1997),Drama|Romance,1997,'Til There Was You,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
780,Independence Day (ID4) (1996),Action|Sci-Fi|War,1996,Independence Day (ID4),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"['Action', 'Sci-Fi', 'War']"
781,Stealing Beauty (1996),Drama,1996,Stealing Beauty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
782,"Fan, The (1996)",Thriller,1996,"Fan, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
783,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,1996,"Hunchback of Notre Dame, The",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Animation', ""Children's"", 'Musical']"
784,"Cable Guy, The (1996)",Comedy,1996,"Cable Guy, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
785,Kingpin (1996),Comedy,1996,Kingpin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
786,Eraser (1996),Action|Thriller,1996,Eraser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
787,"Gate of Heavenly Peace, The (1995)",Documentary,1995,"Gate of Heavenly Peace, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,1996,"Nutty Professor, The",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']"
789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,1990,"I, Worst of All (Yo, la peor de todas)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
790,An Unforgettable Summer (1994),Drama,1994,An Unforgettable Summer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,1995,"Last Klezmer: Leopold Kozlowski, His Life and Music, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
792,"Hungarian Fairy Tale, A (1987)",Fantasy,1987,"Hungarian Fairy Tale, A",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['Fantasy']
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,1993,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
794,Midnight Dancers (Sibak) (1994),Comedy|Drama,1994,Midnight Dancers (Sibak),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
795,Somebody to Love (1994),Drama,1994,Somebody to Love,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
796,"Very Natural Thing, A (1974)",Drama,1974,"Very Natural Thing, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy,1991,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
798,Daylight (1996),Action|Adventure|Thriller,1996,Daylight,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Thriller']"
799,"Frighteners, The (1996)",Comedy|Horror,1996,"Frighteners, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['Comedy', 'Horror']"
800,Lone Star (1996),Drama|Mystery,1996,Lone Star,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Mystery']"
801,Harriet the Spy (1996),Children's|Comedy,1996,Harriet the Spy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy']"
802,Phenomenon (1996),Drama|Romance,1996,Phenomenon,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
803,Walking and Talking (1996),Romance,1996,Walking and Talking,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Romance']
804,She's the One (1996),Comedy|Romance,1996,She's the One,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
805,"Time to Kill, A (1996)",Drama,1996,"Time to Kill, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
806,American Buffalo (1996),Drama,1996,American Buffalo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,1995,"Rendezvous in Paris (Rendez-vous de Paris, Les)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
808,Alaska (1996),Adventure|Children's,1996,Alaska,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
809,Fled (1996),Action|Adventure,1996,Fled,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure']"
810,Kazaam (1996),Children's|Comedy|Fantasy,1996,Kazaam,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy', 'Fantasy']"
811,"Bewegte Mann, Der (1994)",Comedy,1994,"Bewegte Mann, Der",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
812,Magic Hunter (1994),Drama,1994,Magic Hunter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
813,Larger Than Life (1996),Comedy,1996,Larger Than Life,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
814,"Boy Called Hate, A (1995)",Drama,1995,"Boy Called Hate, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
815,Power 98 (1995),Action|Mystery|Thriller,1995,Power 98,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"['Action', 'Mystery', 'Thriller']"
816,Two Deaths (1995),Drama,1995,Two Deaths,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
818,"Very Brady Sequel, A (1996)",Comedy,1996,"Very Brady Sequel, A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
819,Stefano Quantestorie (1993),Comedy|Drama,1993,Stefano Quantestorie,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,1956,"Death in the Garden (Mort en ce jardin, La)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
821,"Crude Oasis, The (1995)",Romance,1995,"Crude Oasis, The",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['Romance']
822,Hedd Wyn (1992),Drama,1992,Hedd Wyn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
823,"Collectionneuse, La (1967)",Drama,1967,"Collectionneuse, La",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
824,Kaspar Hauser (1993),Drama,1993,Kaspar Hauser,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
825,Echte Kerle (1996),Comedy|Romance,1996,Echte Kerle,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
826,Diebinnen (1995),Drama,1995,Diebinnen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
827,"Convent, The (Convento, O) (1995)",Drama,1995,"Convent, The (Convento, O)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,1996,"Adventures of Pinocchio, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
829,Joe's Apartment (1996),Comedy|Musical,1996,Joe's Apartment,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Comedy', 'Musical']"
830,"First Wives Club, The (1996)",Comedy,1996,"First Wives Club, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
831,Stonewall (1995),Drama,1995,Stonewall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
832,Ransom (1996),Drama|Thriller,1996,Ransom,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
833,High School High (1996),Comedy,1996,High School High,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
834,Phat Beach (1996),Comedy,1996,Phat Beach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
835,Foxfire (1996),Drama,1996,Foxfire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
836,Chain Reaction (1996),Action|Adventure|Thriller,1996,Chain Reaction,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Adventure', 'Thriller']"
837,Matilda (1996),Children's|Comedy,1996,Matilda,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy']"
838,Emma (1996),Comedy|Drama|Romance,1996,Emma,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Drama', 'Romance']"
839,"Crow: City of Angels, The (1996)",Action|Thriller,1996,"Crow: City of Angels, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
840,House Arrest (1996),Comedy,1996,House Arrest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
841,Eyes Without a Face (1959),Horror,1959,Eyes Without a Face,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
842,Tales from the Crypt Presents: Bordello of Blood (1996),Horror,1996,Tales from the Crypt Presents: Bordello of Blood,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
843,Lotto Land (1995),Drama,1995,Lotto Land,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
844,"Story of Xinghua, The (1993)",Drama,1993,"Story of Xinghua, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama,1994,"Day the Sun Turned Cold, The (Tianguo niezi)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
846,Flirt (1995),Drama,1995,Flirt,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
847,"Big Squeeze, The (1996)",Comedy|Drama,1996,"Big Squeeze, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
848,"Spitfire Grill, The (1996)",Drama,1996,"Spitfire Grill, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
849,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,1996,Escape from L.A.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
850,Cyclo (1995),Crime|Drama,1995,Cyclo,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Crime', 'Drama']"
851,Basquiat (1996),Drama,1996,Basquiat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
852,Tin Cup (1996),Comedy|Romance,1996,Tin Cup,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
853,Dingo (1992),Drama,1992,Dingo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
854,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama,1958,"Ballad of Narayama, The (Narayama Bushiko)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
855,Every Other Weekend (1990),Drama,1990,Every Other Weekend,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
856,Mille bolle blu (1993),Comedy,1993,Mille bolle blu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
857,Crows and Sparrows (1949),Drama,1949,Crows and Sparrows,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
858,"Godfather, The (1972)",Action|Crime|Drama,1972,"Godfather, The",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Action', 'Crime', 'Drama']"
859,"Hippie Revolution, The (1996)",Documentary,1996,"Hippie Revolution, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,1994,"Maybe, Maybe Not (Bewegte Mann, Der)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
861,Supercop (1992),Action|Thriller,1992,Supercop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
862,Manny & Lo (1996),Drama,1996,Manny & Lo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
863,Celestial Clockwork (1994),Comedy,1994,Celestial Clockwork,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
864,"Wife, The (1995)",Comedy|Drama,1995,"Wife, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
865,Small Faces (1995),Drama,1995,Small Faces,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
866,Bound (1996),Crime|Drama|Romance|Thriller,1996,Bound,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,"['Crime', 'Drama', 'Romance', 'Thriller']"
867,Carpool (1996),Comedy|Crime,1996,Carpool,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Crime']"
868,Death in Brunswick (1991),Comedy,1991,Death in Brunswick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
869,Kansas City (1996),Crime,1996,Kansas City,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Crime']
870,Gone Fishin' (1997),Comedy,1997,Gone Fishin',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
871,Lover's Knot (1996),Comedy,1996,Lover's Knot,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
872,Aiqing wansui (1994),Drama,1994,Aiqing wansui,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
